# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
21000 20 32020.000000000004
  17 0.825 1569.95 313.895
  18 0.875 1588.02 318.897
  19 0.925 1633.23 330.226
  20 0.975 1600.05 333.783
49000 20 32020
  1 0.025 1555.35 350.397
  2 0.075 1622.64 344.294
  3 0.125 1577.59 337.507
  4 0.175 1592.76 321.485
  5 0.225 1623.41 307.869
  6 0.275 1573.89 298.737
  7 0.325 1663.79 291.423
  8 0.375 1587.8 277.822
  9 0.425 1625.52 262.662
  10 0.475 1621.09 252.386
  11 0.525 1608.73 247.473
  12 0.575 1515.67 256.369
  13 0.625 1619.08 269.73
  14 0.675 1603.99 282.073
  15 0.725 1626.93 290.357
  16 0.775 1588 301.101
  17 0.825 1584.26 308.787
  18 0.875 1602.97 323.12
  19 0.925 1645.68 329.744
  20 0.975 1580.85 342.226
50000 20 32019.999999999996
  1 0.025 1552.59 350.746
  2 0.075 1607.62 338.329
  3 0.125 1592.17 335.56
  4 0.175 1556.79 318.782
  5 0.225 1608.92 307.104
  6 0.275 1555.22 298.506
  7 0.325 1665.57 292.079
  8 0.375 1602.31 279.828
  9 0.425 1608.89 265.471
  10 0.475 1649.23 249.785
  11 0.525 1635.06 250.189
  12 0.575 1504.7 254.123
  13 0.625 1617.01 268.947
  14 0.675 1607.33 281.999
  15 0.725 1636.4 293.02
  16 0.775 1592.16 299.968
  17 0.825 1583.95 310.305
  18 0.875 1591.9 324.649
  19 0.925 1646.42 329.827
  20 0.975 1605.76 343.366
51000 20 32020
  1 0.025 1542.66 348.827
  2 0.075 1608.78 344.078
  3 0.125 1582.36 332.278
  4 0.175 1589.14 319.563
  5 0.225 1606.84 310.493
  6 0.275 1554.45 301.234
  7 0.325 1655.81 290.657
  8 0.375 1601.73 277.335
  9 0.425 1614.84 262.097
  10 0.475 1664.95 250.153
  11 0.525 1630.35 252.551
  12 0.575 1518.58 258.796
  13 0.625 1617.06 270.022
  14 0.675 1619.58 280.453
  15 0.725 1648.77 291.861
  16 0.775 1582.23 304.896
  17 0.825 1572.15 312.452
  18 0.875 1593.88 324.284
  19 0.925 1631.39 326.716
  20 0.975 1584.45 340.06
52000 20 32019.999999999996
  1 0.025 1547.46 349.288
  2 0.075 1617.95 346.318
  3 0.125 1590.13 332.285
  4 0.175 1585.79 319.76
  5 0.225 1600.67 313.381
  6 0.275 1551.64 297.541
  7 0.325 1677.2 291.065
  8 0.375 1585.96 273.293
  9 0.425 1613.28 260.188
  10 0.475 1675.31 250.453
  11 0.525 1629.88 248.5
  12 0.575 1512.07 261.863
  13 0.625 1617.57 268.616
  14 0.675 1611.94 279.248
  15 0.725 1628.3 289.791
  16 0.775 1588.89 301.43
  17 0.825 1564.22 313.899
  18 0.875 1604.78 324.209
  19 0.925 1622.41 330.703
  20 0.975 1594.55 339.238
53000 20 32020
  1 0.025 1540.16 349.431
  2 0.075 1614.66 349.934
  3 0.125 1589.29 330.824
  4 0.175 1606.79 319.455
  5 0.225 1612.75 313.043
  6 0.275 1552.67 295.891
  7 0.325 1669.31 288.903
  8 0.375 1591.84 276.128
  9 0.425 1609.18 266.469
  10 0.475 1674.81 251.745
  11 0.525 1615.62 254.101
  12 0.575 1513.34 260.214
  13 0.625 1619.93 265.825
  14 0.675 1596.32 279.958
  15 0.725 1628.48 287.281
  16 0.775 1578.15 302.355
  17 0.825 1567.15 310.886
  18 0.875 1609.99 325.88
  19 0.925 1619.85 334.183
  20 0.975 1609.71 340.215
54000 20 32019.999999999996
  1 0.025 1549.27 347.817
  2 0.075 1610.2 343.41
  3 0.125 1606.43 334.811
  4 0.175 1586.46 316.783
  5 0.225 1608.27 312.485
  6 0.275 1574.24 300.843
  7 0.325 1661.3 288.83
  8 0.375 1594.13 276.664
  9 0.425 1605.48 265.515
  10 0.475 1661.39 254.258
  11 0.525 1627.17 251.067
  12 0.575 1503.34 262.594
  13 0.625 1624.58 267.085
  14 0.675 1611.77 275.488
  15 0.725 1628.17 288.915
  16 0.775 1579.82 300.359
  17 0.825 1575.43 311.203
  18 0.875 1598.54 326.054
  19 0.925 1618.14 332.958
  20 0.975 1595.87 342.119
55000 20 32020
  1 0.025 1566.19 347.911
  2 0.075 1608.14 342.801
  3 0.125 1577.13 330.962
  4 0.175 1581.98 318.49
  5 0.225 1621.24 308.394
  6 0.275 1558.4 300.907
  7 0.325 1664.52 290.551
  8 0.375 1595.53 279.401
  9 0.425 1613.94 265.515
  10 0.475 1660.86 257.395
  11 0.525 1631.75 250.891
  12 0.575 1502.8 259.373
  13 0.625 1630.24 269.314
  14 0.675 1620.02 274.551
  15 0.725 1622.41 287.735
  16 0.775 1575.08 302.055
  17 0.825 1577.28 313.123
  18 0.875 1599.66 322.731
  19 0.925 1619.71 328.78
  20 0.975 1593.12 339.34
56000 20 32020.000000000004
  1 0.025 1544.15 350.115
  2 0.075 1602.13 347.226
  3 0.125 1579.46 330.847
  4 0.175 1569.1 317.509
  5 0.225 1617.22 310.592
  6 0.275 1547.48 299.245
  7 0.325 1677.83 288.622
  8 0.375 1603.96 281.879
  9 0.425 1626.67 265.961
  10 0.475 1657.52 258.205
  11 0.525 1629.62 248.875
  12 0.575 1520.86 255.356
  13 0.625 1611.26 269.483
  14 0.675 1611.97 277.123
  15 0.725 1625.08 284.471
  16 0.775 1591.63 302.635
  17 0.825 1586.05 313.236
  18 0.875 1586.25 321.149
  19 0.925 1620.76 329.126
  20 0.975 1611 336.331
57000 20 32019.999999999996
  1 0.025 1548.92 349.374
  2 0.075 1613.69 343.589
  3 0.125 1572.81 334.077
  4 0.175 1588.62 317.973
  5 0.225 1624.24 312.45
  6 0.275 1557.75 299.727
  7 0.325 1649.97 286.348
  8 0.375 1609.53 273.825
  9 0.425 1607.22 265.405
  10 0.475 1666.49 256.751
  11 0.525 1630.41 251.175
  12 0.575 1504.45 252.072
  13 0.625 1616.99 271.012
  14 0.675 1613.44 282.099
  15 0.725 1625.21 285.093
  16 0.775 1583.17 302.629
  17 0.825 1578.07 314.078
  18 0.875 1596.77 319.709
  19 0.925 1623.87 330.036
  20 0.975 1608.38 341.358
58000 20 32020
  1 0.025 1549.19 349.284
  2 0.075 1632.95 346.113
  3 0.125 1575.81 329.668
  4 0.175 1585.91 318.113
  5 0.225 1608.15 315.359
  6 0.275 1549.79 299.725
  7 0.325 1640.3 284.215
  8 0.375 1610.59 273.885
  9 0.425 1599.8 260.781
  10 0.475 1670.02 258.224
  11 0.525 1623.77 250.436
  12 0.575 1495.3 252.385
  13 0.625 1619.27 271.61
  14 0.675 1612.77 283.151
  15 0.725 1628.21 284.351
  16 0.775 1593.74 301.683
  17 0.825 1578.96 313.812
  18 0.875 1612.36 323.508
  19 0.925 1621.74 325.141
  20 0.975 1611.37 342.086
59000 20 32019.999999999996
  1 0.025 1541.93 350.264
  2 0.075 1625.58 342.268
  3 0.125 1564.3 334.762
  4 0.175 1574.05 316.523
  5 0.225 1603.24 312.61
  6 0.275 1556.72 298.473
  7 0.325 1648.62 286.695
  8 0.375 1601.9 276.477
  9 0.425 1613.79 262.512
  10 0.475 1662.77 254.387
  11 0.525 1640.54 248.266
  12 0.575 1505.04 254.57
  13 0.625 1650.91 270.834
  14 0.675 1608.64 282.36
  15 0.725 1627.51 285.181
  16 0.775 1596.74 303.84
  17 0.825 1585.37 310.203
  18 0.875 1582.76 324.957
  19 0.925 1627.71 330.407
  20 0.975 1601.88 344.329
60000 20 32020
  1 0.025 1512.07 347.773
  2 0.075 1612.24 342.754
  3 0.125 1590.41 335.565
  4 0.175 1599.62 318.717
  5 0.225 1613.12 310.448
  6 0.275 1550.14 297.956
  7 0.325 1649.69 283.342
  8 0.375 1595.01 279.005
  9 0.425 1618.45 264.519
  10 0.475 1680.48 252.596
  11 0.525 1616.9 250.657
  12 0.575 1509.73 256.645
  13 0.625 1633.86 273.015
  14 0.675 1613.87 281.657
  15 0.725 1624.9 286.971
  16 0.775 1582.82 301.529
  17 0.825 1609.1 308.669
  18 0.875 1593.48 324.568
  19 0.925 1632.41 331.787
  20 0.975 1581.7 344.327
61000 20 32019.999999999996
  1 0.025 1533.07 349.46
  2 0.075 1631.74 344.687
  3 0.125 1588.09 335.461
  4 0.175 1600.24 321.46
  5 0.225 1606.64 312.95
  6 0.275 1556.16 297.182
  7 0.325 1654.76 283.409
  8 0.375 1608.23 275.288
  9 0.425 1613.05 263.467
  10 0.475 1668.46 252.795
  11 0.525 1609.25 249.767
  12 0.575 1503.6 256.756
  13 0.625 1627.59 273.327
  14 0.675 1604.15 277.264
  15 0.725 1622.81 286.27
  16 0.775 1580.18 301.487
  17 0.825 1569.76 308.389
  18 0.875 1601.62 324.293
  19 0.925 1638.91 335.189
  20 0.975 1601.69 339.906
62000 20 32020.000000000004
  1 0.025 1525.19 351.794
  2 0.075 1623.17 343.336
  3 0.125 1578.16 334.372
  4 0.175 1616.69 318.478
  5 0.225 1610.02 312.176
  6 0.275 1559.91 298.045
  7 0.325 1657.92 283.222
  8 0.375 1609.92 280.512
  9 0.425 1614.53 261.909
