# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
21000 20 32019.999999999993
  20 0.975 1588.58 339.549
50000 20 32020
  1 0.025 1613.39 347.421
  2 0.075 1586.33 341.765
  3 0.125 1580.52 337.055
  4 0.175 1606.33 324.73
  5 0.225 1609.79 309.959
  6 0.275 1561.45 297.202
  7 0.325 1555.21 292.189
  8 0.375 1621.51 274.602
  9 0.425 1581.84 266.296
  10 0.475 1610.76 253.66
  11 0.525 1635.21 251.949
  12 0.575 1602.34 259.916
  13 0.625 1594.2 268.671
  14 0.675 1649.31 274.707
  15 0.725 1630.46 282.962
  16 0.775 1603.94 299.104
  17 0.825 1590.41 307.829
  18 0.875 1667.48 318.016
  19 0.925 1537.19 324.569
  20 0.975 1582.33 337.644
51000 20 32020
  1 0.025 1585.15 349.013
  2 0.075 1599.93 348.303
  3 0.125 1546.52 335.295
  4 0.175 1616.42 322.897
  5 0.225 1615.48 306.023
  6 0.275 1562.12 300.057
  7 0.325 1564.3 289.541
  8 0.375 1619.96 278.688
  9 0.425 1585.67 264.048
  10 0.475 1622.86 252.15
  11 0.525 1638.23 252.121
  12 0.575 1600.72 259.059
  13 0.625 1592.05 267.826
  14 0.675 1656.25 279.191
  15 0.725 1634.91 283.856
  16 0.775 1585.05 291.717
  17 0.825 1617.24 309.605
  18 0.875 1665.02 317.15
  19 0.925 1525.01 326.944
  20 0.975 1587.11 341.498
52000 20 32020
  1 0.025 1598.07 349.629
  2 0.075 1600 340.825
  3 0.125 1541.3 333.857
  4 0.175 1601.24 318.401
  5 0.225 1618.79 307.288
  6 0.275 1578.51 300.939
  7 0.325 1558 289.365
  8 0.375 1619.93 279.987
  9 0.425 1601.95 266.261
  10 0.475 1599.68 255.067
  11 0.525 1635.61 250.175
  12 0.575 1622.34 256.98
  13 0.625 1586.53 269.603
  14 0.675 1641.36 274.282
  15 0.725 1637.47 282.436
  16 0.775 1591.18 296.629
  17 0.825 1611.26 308.781
  18 0.875 1676.28 316.717
  19 0.925 1516.75 331.696
  20 0.975 1583.75 341.107
53000 20 32019.999999999996
  1 0.025 1601.98 350.353
  2 0.075 1580.79 343.459
  3 0.125 1558.32 332.56
  4 0.175 1596.37 320.593
  5 0.225 1622.63 303.138
  6 0.275 1550.15 300.924
  7 0.325 1566.3 290.168
  8 0.375 1620.26 277.962
  9 0.425 1576.17 266.825
  10 0.475 1612.28 256.245
  11 0.525 1630.83 250.922
  12 0.575 1628.85 260.99
  13 0.625 1602.52 267.458
  14 0.675 1634.96 275.515
  15 0.725 1611.62 281.492
  16 0.775 1593.75 296.46
  17 0.825 1613.53 309.7
  18 0.875 1687.87 315.752
  19 0.925 1545.55 330.144
  20 0.975 1585.27 338.781
54000 20 32019.999999999996
  1 0.025 1612.27 349.721
  2 0.075 1590.36 343.053
  3 0.125 1555.97 329.152
  4 0.175 1592.04 323.197
  5 0.225 1628.05 304.412
  6 0.275 1559.67 299.331
  7 0.325 1561.17 289.929
  8 0.375 1619.38 276.034
  9 0.425 1588.4 266.564
  10 0.475 1609.6 256.885
  11 0.525 1625.39 251.627
  12 0.575 1623.61 257.55
  13 0.625 1598.48 267.809
  14 0.675 1645.96 273.604
  15 0.725 1612.76 282.64
  16 0.775 1583.78 299.045
  17 0.825 1610.92 310.404
  18 0.875 1659.73 316.188
  19 0.925 1567.71 326.922
  20 0.975 1574.75 343.287
55000 20 32020
  1 0.025 1629.79 351.185
  2 0.075 1580.76 342.703
  3 0.125 1549.65 326.429
  4 0.175 1600.11 320.929
  5 0.225 1613.32 308.222
  6 0.275 1579.17 298.404
  7 0.325 1548.41 290.279
  8 0.375 1617.99 273.923
  9 0.425 1583.11 262.175
  10 0.475 1627.19 254.88
  11 0.525 1633.3 250.655
  12 0.575 1615.28 255.694
  13 0.625 1605.4 265.878
  14 0.675 1628.63 275.727
  15 0.725 1620.4 286.337
  16 0.775 1595.48 295.834
  17 0.825 1609.41 309.318
  18 0.875 1656.96 317.209
  19 0.925 1557.09 328.669
  20 0.975 1568.55 340.643
56000 20 32020.000000000004
  1 0.025 1607.2 349.625
  2 0.075 1583.56 340.168
  3 0.125 1548.58 334.859
  4 0.175 1590.39 320.245
  5 0.225 1612.87 306.832
  6 0.275 1585.32 298.342
  7 0.325 1557.51 290.283
  8 0.375 1626.84 276.025
  9 0.425 1593.87 266.035
  10 0.475 1624.54 258.547
  11 0.525 1625.15 252.594
  12 0.575 1614.91 254.05
  13 0.625 1603.4 266.29
  14 0.675 1646.4 275.741
  15 0.725 1615.94 284.266
  16 0.775 1616.87 294.804
  17 0.825 1605.89 309.783
  18 0.875 1657.22 316.778
  19 0.925 1537.47 331.673
  20 0.975 1566.07 333.984
57000 20 32019.999999999996
  1 0.025 1592.63 352.798
  2 0.075 1586.64 344.582
  3 0.125 1573.5 334.342
  4 0.175 1591.42 319.333
  5 0.225 1631.96 306.623
  6 0.275 1572.72 299.897
  7 0.325 1557.11 290.707
  8 0.375 1640.7 276.863
  9 0.425 1580.65 267.775
  10 0.475 1635.6 257.987
  11 0.525 1616.36 252.045
  12 0.575 1613.19 253.047
  13 0.625 1610.57 264.442
  14 0.675 1632.78 276.006
  15 0.725 1610.34 283.061
  16 0.775 1589.92 298.424
  17 0.825 1612.53 308.761
  18 0.875 1639.66 315.87
  19 0.925 1555.52 330.312
  20 0.975 1576.2 337.108
58000 20 32019.999999999996
  1 0.025 1607.74 350.907
  2 0.075 1581.77 346.446
  3 0.125 1568.98 335.15
  4 0.175 1572.63 322.349
  5 0.225 1636.2 308.978
  6 0.275 1571.96 298.78
  7 0.325 1557.66 287.655
  8 0.375 1635.6 277.384
  9 0.425 1602.31 265.536
  10 0.475 1624.7 260.459
  11 0.525 1629.43 250.438
  12 0.575 1630.25 254.762
  13 0.625 1589.36 264.723
  14 0.675 1628.23 273.898
  15 0.725 1627.3 286.633
  16 0.775 1584.01 297.362
  17 0.825 1617.55 311.984
  18 0.875 1634.31 314.739
  19 0.925 1550.3 328.491
  20 0.975 1569.71 343.589
59000 20 32019.999999999996
  1 0.025 1588.33 349.906
  2 0.075 1582.14 345.068
  3 0.125 1555.64 335.621
  4 0.175 1582.49 321.651
  5 0.225 1642.91 308.11
  6 0.275 1584.01 297.773
  7 0.325 1555.21 289.305
  8 0.375 1624.46 278.586
  9 0.425 1608.39 264.22
  10 0.475 1632.06 256.94
  11 0.525 1609.91 248.646
  12 0.575 1614.47 253.721
  13 0.625 1606.59 260.007
  14 0.675 1638.09 277.291
  15 0.725 1630.77 288.65
  16 0.775 1599.17 295.855
  17 0.825 1605.69 309.323
  18 0.875 1642.87 315.897
  19 0.925 1545.76 335.046
  20 0.975 1571.04 343.908
60000 20 32019.999999999996
  1 0.025 1597.44 347.084
  2 0.075 1592.64 339.949
  3 0.125 1556.04 337.6
  4 0.175 1592.55 321.395
  5 0.225 1640.28 309.121
  6 0.275 1587.67 299.171
  7 0.325 1524.39 285.471
  8 0.375 1638.93 276.295
  9 0.425 1579.09 266.453
  10 0.475 1617.15 258.354
  11 0.525 1620.94 250.424
  12 0.575 1616.51 252.953
  13 0.625 1591.78 260.667
  14 0.675 1615.77 273.927
  15 0.725 1661.99 289.314
  16 0.775 1596.27 295.183
  17 0.825 1606.37 308.033
  18 0.875 1646 314.178
  19 0.925 1555.57 336.032
  20 0.975 1582.62 345.886
61000 20 32020
  1 0.025 1568.83 350.719
  2 0.075 1577.21 343.909
  3 0.125 1554.67 334.98
  4 0.175 1596.17 318.149
  5 0.225 1612.72 306.358
  6 0.275 1616.53 300.384
  7 0.325 1518.1 287.11
  8 0.375 1656.83 279.433
  9 0.425 1580.44 269.141
  10 0.475 1611.27 258.744
  11 0.525 1647.71 251.277
  12 0.575 1622.71 254.554
  13 0.625 1593.1 262.505
  14 0.675 1627.46 275.806
  15 0.725 1651.03 288.362
  16 0.775 1599.02 295.401
  17 0.825 1606.45 306.176
  18 0.875 1654.87 316.24
  19 0.925 1563.14 334.14
  20 0.975 1561.74 343.82
62000 20 32020.000000000007
  1 0.025 1608.09 349.072
  2 0.075 1556.02 339.116
  3 0.125 1537.55 335.603
  4 0.175 1596.38 317.903
  5 0.225 1633.55 306.186
  6 0.275 1603.08 298.455
  7 0.325 1540.05 289.439
