# Chunk-averaged data for fix bins and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
21000 20 32020
  10 0.475 1618.66 257.264
  11 0.525 1632.25 251.22
  12 0.575 1668.3 253.332
  13 0.625 1554.89 259.954
  14 0.675 1620.18 270.858
  15 0.725 1643.59 286.31
  16 0.775 1569.39 293.995
  17 0.825 1648.82 299.139
  18 0.875 1589.57 320.124
  19 0.925 1578.58 326.684
  20 0.975 1527.57 334.102
50000 20 32020.000000000004
  1 0.025 1594.64 349.983
  2 0.075 1557.5 346.143
  3 0.125 1614.67 332.732
  4 0.175 1606.06 322.67
  5 0.225 1551.68 315.575
  6 0.275 1574.65 294.963
  7 0.325 1634.19 282.017
  8 0.375 1631.67 273.494
  9 0.425 1624.15 267.511
  10 0.475 1603.02 256.735
  11 0.525 1628.15 250.323
  12 0.575 1660.24 254.864
  13 0.625 1559.93 263.115
  14 0.675 1626.23 270.807
  15 0.725 1633.2 283.493
  16 0.775 1590.5 293.17
  17 0.825 1630.49 302.346
  18 0.875 1598.3 317.652
  19 0.925 1564.05 329.34
  20 0.975 1536.68 343.172
51000 20 32020
  1 0.025 1600.78 348.469
  2 0.075 1556.58 345.097
  3 0.125 1619.23 331.067
  4 0.175 1587.75 319.861
  5 0.225 1545.3 318.268
  6 0.275 1578.1 297.774
  7 0.325 1629.01 285.152
  8 0.375 1628.35 274.25
  9 0.425 1631.76 266.534
  10 0.475 1634.17 253.557
  11 0.525 1618.85 251.176
  12 0.575 1679.57 254.897
  13 0.625 1552.95 265.56
  14 0.675 1615.01 270.995
  15 0.725 1634.44 283.778
  16 0.775 1583.11 287.137
  17 0.825 1637.9 303.508
  18 0.875 1587.12 318.682
  19 0.925 1567.57 331.141
  20 0.975 1532.45 338.288
52000 20 32019.999999999996
  1 0.025 1580.96 348.221
  2 0.075 1569.66 340.935
  3 0.125 1615.31 331.652
  4 0.175 1587.51 316.644
  5 0.225 1549.86 317.13
  6 0.275 1575.88 296.556
  7 0.325 1640.6 284.851
  8 0.375 1633.63 278.225
  9 0.425 1625.8 266.8
  10 0.475 1635.85 253.639
  11 0.525 1626.11 250.313
  12 0.575 1672.21 254.381
  13 0.625 1562.99 263.092
  14 0.675 1621.62 275.711
  15 0.725 1640.64 281.241
  16 0.775 1557.63 289.42
  17 0.825 1625.55 304.45
  18 0.875 1563.17 319.411
  19 0.925 1588.77 329.43
  20 0.975 1546.25 338.2
53000 20 32020
  1 0.025 1592.97 346.808
  2 0.075 1566.02 342.851
  3 0.125 1615.34 332.636
  4 0.175 1585.9 321.02
  5 0.225 1560.31 313.262
  6 0.275 1579.34 294.302
  7 0.325 1642.68 282.699
  8 0.375 1618.56 277.553
  9 0.425 1637.83 266.197
  10 0.475 1622.23 254.135
  11 0.525 1625.58 249.194
  12 0.575 1670 255.344
  13 0.625 1557.32 264.366
  14 0.675 1619.89 274.891
  15 0.725 1628.93 280.359
  16 0.775 1553.72 290.617
  17 0.825 1623.15 302.278
  18 0.875 1585.58 321.545
  19 0.925 1565.58 333.593
  20 0.975 1569.07 344.869
54000 20 32020.000000000004
  1 0.025 1594.55 350.065
  2 0.075 1562.72 345.41
  3 0.125 1617.66 329.783
  4 0.175 1580.26 319.712
  5 0.225 1563.47 312.001
  6 0.275 1562.79 295.016
  7 0.325 1644.59 286.124
  8 0.375 1590.15 272.372
  9 0.425 1636.45 266.712
  10 0.475 1630.93 255.583
  11 0.525 1628.33 251.984
  12 0.575 1667.95 256.145
  13 0.625 1551.19 262.966
  14 0.675 1624.77 276.004
  15 0.725 1634.68 281.323
  16 0.775 1572.19 288.347
  17 0.825 1632.95 303.289
  18 0.875 1589.5 319.406
  19 0.925 1559.56 335.218
  20 0.975 1575.31 346.521
55000 20 32019.999999999996
  1 0.025 1608.18 351.749
  2 0.075 1568.81 342.327
  3 0.125 1596.49 331.481
  4 0.175 1594.54 319.657
  5 0.225 1549.58 310.691
